Country,Indicator,"Indicator Code",Period,DisaggregationId,Disaggregation,DatasourceId,"Data Source",MeasurementMethodId,"Measurement Method",Value
GAMBIA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,9,Female,35,IHME,8,"Per 100 000 population",337
GAMBIA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,8,Male,35,IHME,8,"Per 100 000 population",358
GAMBIA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,8,Male,35,IHME,8,"Per 100 000 population",360
GAMBIA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,9,Female,35,IHME,8,"Per 100 000 population",338
GAMBIA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",348
GAMBIA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,9,Female,35,IHME,8,"Per 100 000 population",338
GAMBIA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,8,Male,35,IHME,8,"Per 100 000 population",362
GAMBIA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",350
GHANA,"Age-standardized prevalence of raised blood glucose/diabetes among persons aged 18+ years or on medication for raised blood glucose",AFR0313,2019,28,"Both sexes (male and female)",37,"International Diabetes Federation",1,Percentage,2.5
GHANA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,8,Male,3,"WHO/Global Health Observatory",1,Percentage,24.6
GHANA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,28,"Both sexes (male and female)",3,"WHO/Global Health Observatory",1,Percentage,23.7
GHANA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,9,Female,3,"WHO/Global Health Observatory",1,Percentage,22.8
GHANA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,27.3
GHANA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,31.8
GHANA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,31.5
GHANA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,26.2
GHANA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,30.6
GHANA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,30.6
GHANA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,29.3
GHANA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,29.5
GHANA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,24.9
GHANA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2018,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,23.5
GHANA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2018,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,28
GHANA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2018,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,28.4
GHANA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,22
GHANA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,27.1
GHANA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,26.6
GHANA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,9,Female,35,IHME,8,"Per 100 000 population",386
GHANA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,8,Male,35,IHME,8,"Per 100 000 population",357
GHANA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",372
GHANA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",372
GHANA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,9,Female,35,IHME,8,"Per 100 000 population",387
GHANA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,8,Male,35,IHME,8,"Per 100 000 population",357
GHANA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,8,Male,35,IHME,8,"Per 100 000 population",359
GHANA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",374
GHANA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,9,Female,35,IHME,8,"Per 100 000 population",388
GHANA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,8,Male,35,IHME,8,"Per 100 000 population",361
GHANA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,9,Female,35,IHME,8,"Per 100 000 population",392
GHANA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",377
GHANA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,8,Male,35,IHME,8,"Per 100 000 population",364
GHANA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",381
GHANA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,9,Female,35,IHME,8,"Per 100 000 population",396
GUINEA,"Age-standardized prevalence of raised blood glucose/diabetes among persons aged 18+ years or on medication for raised blood glucose",AFR0313,2019,28,"Both sexes (male and female)",37,"International Diabetes Federation",1,Percentage,2.4
GUINEA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,28,"Both sexes (male and female)",3,"WHO/Global Health Observatory",1,Percentage,30.3
GUINEA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,33
GUINEA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,28.9
GUINEA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,34.3
GUINEA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,9,Female,3,"WHO/Global Health Observatory",1,Percentage,31.4
GUINEA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,8,Male,3,"WHO/Global Health Observatory",1,Percentage,29
GUINEA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,32.3
GUINEA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,28.1
GUINEA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,33.7
GUINEA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,27.2
GUINEA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,31.3
GUINEA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,33
GUINEA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2018,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,30.2
GUINEA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2018,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,26.2
GUINEA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2018,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,32.2
GUINEA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,31.2
GUINEA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,25.2
GUINEA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,29.3
GUINEA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,9,Female,35,IHME,8,"Per 100 000 population",298
GUINEA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,8,Male,35,IHME,8,"Per 100 000 population",335
GUINEA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",316
GUINEA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,9,Female,35,IHME,8,"Per 100 000 population",295
GUINEA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",314
GUINEA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,8,Male,35,IHME,8,"Per 100 000 population",334
GUINEA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",312
GUINEA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,9,Female,35,IHME,8,"Per 100 000 population",293
GUINEA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,8,Male,35,IHME,8,"Per 100 000 population",332
GUINEA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",310
GUINEA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,9,Female,35,IHME,8,"Per 100 000 population",291
GUINEA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,8,Male,35,IHME,8,"Per 100 000 population",331
GUINEA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,8,Male,35,IHME,8,"Per 100 000 population",329
GUINEA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",309
GUINEA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,9,Female,35,IHME,8,"Per 100 000 population",289
GUINEA-BISSAU,"Age-standardized prevalence of raised blood glucose/diabetes among persons aged 18+ years or on medication for raised blood glucose",AFR0313,2019,28,"Both sexes (male and female)",37,"International Diabetes Federation",1,Percentage,2.4
GUINEA-BISSAU,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,28,"Both sexes (male and female)",3,"WHO/Global Health Observatory",1,Percentage,30.3
GUINEA-BISSAU,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,9,Female,3,"WHO/Global Health Observatory",1,Percentage,30.7
GUINEA-BISSAU,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,8,Male,3,"WHO/Global Health Observatory",1,Percentage,29.7
GUINEA-BISSAU,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",325
GUINEA-BISSAU,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,9,Female,35,IHME,8,"Per 100 000 population",322
GUINEA-BISSAU,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,8,Male,35,IHME,8,"Per 100 000 population",328
GUINEA-BISSAU,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,9,Female,35,IHME,8,"Per 100 000 population",323
GUINEA-BISSAU,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,8,Male,35,IHME,8,"Per 100 000 population",328
GUINEA-BISSAU,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",325
GUINEA-BISSAU,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,8,Male,35,IHME,8,"Per 100 000 population",329
GUINEA-BISSAU,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,9,Female,35,IHME,8,"Per 100 000 population",323
GUINEA-BISSAU,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",326
GUINEA-BISSAU,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",328
GUINEA-BISSAU,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,9,Female,35,IHME,8,"Per 100 000 population",325
GUINEA-BISSAU,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,8,Male,35,IHME,8,"Per 100 000 population",331
GUINEA-BISSAU,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,8,Male,35,IHME,8,"Per 100 000 population",333
GUINEA-BISSAU,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,9,Female,35,IHME,8,"Per 100 000 population",327
GUINEA-BISSAU,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",330
KENYA,"Age-standardized prevalence of raised blood glucose/diabetes among persons aged 18+ years or on medication for raised blood glucose",AFR0313,2019,28,"Both sexes (male and female)",37,"International Diabetes Federation",1,Percentage,3.1
KENYA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,8,Male,3,"WHO/Global Health Observatory",1,Percentage,26.5
KENYA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,9,Female,3,"WHO/Global Health Observatory",1,Percentage,26.7
KENYA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,28,"Both sexes (male and female)",3,"WHO/Global Health Observatory",1,Percentage,26.7
KENYA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,30.2
KENYA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,26.3
KENYA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,29.6
KENYA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,25.7
KENYA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,28.9
KENYA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,29.5
KENYA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,28.7
KENYA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,24.8
KENYA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,28.1
KENYA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2018,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,27
KENYA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2018,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,23.6
KENYA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2018,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,27.8
KENYA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,25.8
KENYA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,22.6
KENYA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,26.8
KENYA,"availability of items for offering Cardiovascular diseases services",AFR0544,2016,29,Total,53,"Service Availability and Readiness Assessment",1,Percentage,64
KENYA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",316
KENYA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,9,Female,35,IHME,8,"Per 100 000 population",312
KENYA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,8,Male,35,IHME,8,"Per 100 000 population",320
KENYA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,9,Female,35,IHME,8,"Per 100 000 population",314
KENYA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,8,Male,35,IHME,8,"Per 100 000 population",323
KENYA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",318
KENYA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",322
KENYA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,9,Female,35,IHME,8,"Per 100 000 population",317
KENYA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,8,Male,35,IHME,8,"Per 100 000 population",327
KENYA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,8,Male,35,IHME,8,"Per 100 000 population",331
KENYA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,9,Female,35,IHME,8,"Per 100 000 population",320
KENYA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",325
KENYA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,8,Male,35,IHME,8,"Per 100 000 population",335
KENYA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,9,Female,35,IHME,8,"Per 100 000 population",323
KENYA,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",329
LESOTHO,"Age-standardized prevalence of raised blood glucose/diabetes among persons aged 18+ years or on medication for raised blood glucose",AFR0313,2019,28,"Both sexes (male and female)",37,"International Diabetes Federation",1,Percentage,4.5
LESOTHO,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,40.2
LESOTHO,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,9,Female,3,"WHO/Global Health Observatory",1,Percentage,30.8
LESOTHO,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,28,"Both sexes (male and female)",3,"WHO/Global Health Observatory",1,Percentage,29
LESOTHO,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,35.8
LESOTHO,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,26.3
LESOTHO,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,8,Male,3,"WHO/Global Health Observatory",1,Percentage,26.1
LESOTHO,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,25.4
LESOTHO,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,35.1
LESOTHO,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,39.4
LESOTHO,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,34.4
LESOTHO,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,24.6
LESOTHO,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,38.4
LESOTHO,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2018,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,33.6
LESOTHO,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2018,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,23.6
LESOTHO,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2018,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,37
LESOTHO,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,35.8
LESOTHO,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,22.5
LESOTHO,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,32.8
LESOTHO,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",449
LESOTHO,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,8,Male,35,IHME,8,"Per 100 000 population",418
LESOTHO,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,9,Female,35,IHME,8,"Per 100 000 population",480
LESOTHO,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,9,Female,35,IHME,8,"Per 100 000 population",481
LESOTHO,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,8,Male,35,IHME,8,"Per 100 000 population",419
LESOTHO,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",450
LESOTHO,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",451
LESOTHO,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,9,Female,35,IHME,8,"Per 100 000 population",482
LESOTHO,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,8,Male,35,IHME,8,"Per 100 000 population",420
LESOTHO,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",454
LESOTHO,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,8,Male,35,IHME,8,"Per 100 000 population",422
LESOTHO,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,9,Female,35,IHME,8,"Per 100 000 population",485
LESOTHO,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,8,Male,35,IHME,8,"Per 100 000 population",425
LESOTHO,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,9,Female,35,IHME,8,"Per 100 000 population",488
LESOTHO,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",457
LIBERIA,"Age-standardized prevalence of raised blood glucose/diabetes among persons aged 18+ years or on medication for raised blood glucose",AFR0313,2019,28,"Both sexes (male and female)",37,"International Diabetes Federation",1,Percentage,2.4
LIBERIA,"Age-standardized prevalence of raised blood glucose/diabetes among persons aged 18+ years or on medication for raised blood glucose",AFR0313,2021,41,"Both sexes (18+ years)",45,"STEPS Survey",1,Percentage,3.8
LIBERIA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,28,"Both sexes (male and female)",3,"WHO/Global Health Observatory",1,Percentage,28.3
LIBERIA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,33.9
LIBERIA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,29.9
LIBERIA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,9,Female,3,"WHO/Global Health Observatory",1,Percentage,28.3
LIBERIA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,32.6
LIBERIA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,8,Male,3,"WHO/Global Health Observatory",1,Percentage,28.2
LIBERIA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,29.1
LIBERIA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,33.3
LIBERIA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,31.9
LIBERIA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,32.7
LIBERIA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,28.3
LIBERIA,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,31
